pybullet build time: Mar 15 2019 21:18:42
startThreads creating 1 threads.
starting thread 0
started thread 0 
argc=2
argv[0] = --unused
argv[1] = --start_demo_name=Physics Server
ExampleBrowserThreadFunc started
X11 functions dynamically loaded using dlopen/dlsym OK!
X11 functions dynamically loaded using dlopen/dlsym OK!
Creating context
Created GL 3.3 context
Direct GLX rendering context obtained
Making context current
GL_VENDOR=NVIDIA Corporation
GL_RENDERER=NVIDIA Tegra Xavier (nvgpu)/integrated
GL_VERSION=3.3.0 NVIDIA 31.1.0
GL_SHADING_LANGUAGE_VERSION=3.30 NVIDIA via Cg compiler
pthread_getconcurrency()=0
Version = 3.3.0 NVIDIA 31.1.0
Vendor = NVIDIA Corporation
Renderer = NVIDIA Tegra Xavier (nvgpu)/integrated
b3Printf: Selected demo: Physics Server
startThreads creating 1 threads.
starting thread 0
started thread 0 
MotionThreadFunc thread started
ven = NVIDIA Corporation
('OBC_IP=', '169.254.98.2')
('OBC_PORT=', 15000)
('RX bind to port succeeded.', ('169.254.98.2', 15000))
TX bind to eth0 succeeded.
Starting ethernet RX and TX.
64,1980775,-0.719765488301,-0.00752956071963,-0.713216606771,0.0625357627869,0.920896291733,-0.00955611864199,0.858003377914,-0.0790599028217,-0.00388461748232,0.213920116425,0.0655086040497,-0.152964893972
65,1980777,-0.719765488301,-0.00752956071963,-0.713216606771,0.0625357627869,0.920835018158,-0.00955611864199,0.858003377914,-0.0790599028217,-0.00388461748232,0.213920116425,0.0655086040497,-0.152964893972
66,1980780,-0.719765488301,-0.00752956071963,-0.713216606771,0.0625357627869,0.920835018158,-0.00955611864199,0.858003377914,-0.0790599028217,-0.00388461748232,0.213920116425,0.0655086040497,-0.152964893972
67,1980782,-0.719765488301,-0.00752956071963,-0.713216606771,0.0625357627869,0.920835018158,-0.00955611864199,0.858003377914,-0.0790599028217,-0.00388461748232,0.213920116425,0.0655086040497,-0.152964893972
68,1980783,-0.719765488301,-0.00752956071963,-0.713216606771,0.0625357627869,0.920835018158,-0.00955611864199,0.858003377914,-0.0790088812457,-0.00388461748232,0.213920116425,0.0655086040497,-0.152964893972
69,1980785,-0.719765488301,-0.00752956071963,-0.713216606771,0.0625357627869,0.920835018158,-0.00955611864199,0.858003377914,-0.0790599028217,-0.00388461748232,0.213920116425,0.0655086040497,-0.152964893972
70,1980787,-0.719765488301,-0.00752956071963,-0.713216606771,0.0625357627869,0.920835018158,-0.00955611864199,0.858003377914,-0.0790599028217,-0.00388461748232,0.213920116425,0.0655086040497,-0.152964893972
71,1980788,-0.719765488301,-0.00758010545839,-0.713216606771,0.0625357627869,0.920835018158,-0.00955611864199,0.858003377914,-0.0790599028217,-0.00388461748232,0.213920116425,0.0655086040497,-0.152964893972
72,1980790,-0.719765488301,-0.00752956071963,-0.713216606771,0.0625357627869,0.920835018158,-0.00955611864199,0.858003377914,-0.0790599028217,-0.00388461748232,0.213920116425,0.0655086040497,-0.152964893972
73,1980792,-0.719765488301,-0.00752956071963,-0.713216606771,0.0625357627869,0.920835018158,-0.00955611864199,0.858003377914,-0.0790599028217,-0.00388461748232,0.213920116425,0.0655086040497,-0.152964893972
74,1980794,-0.719765488301,-0.00752956071963,-0.713216606771,0.0625357627869,0.920835018158,-0.00955611864199,0.85794210434,-0.0790599028217,-0.00388461748232,0.213920116425,0.0655086040497,-0.152964893972
75,1980797,-0.719765488301,-0.00752956071963,-0.713216606771,0.0625357627869,0.920835018158,-0.00955611864199,0.858003377914,-0.0790599028217,-0.00388461748232,0.213920116425,0.0655086040497,-0.152964893972
76,1980800,-0.719765488301,-0.00752956071963,-0.713216606771,0.0625357627869,0.920835018158,-0.00955611864199,0.858003377914,-0.0790599028217,-0.00388461748232,0.213920116425,0.0655086040497,-0.152964893972
77,1980801,-0.719765488301,-0.00752956071963,-0.713216606771,0.0625357627869,0.920835018158,-0.00955611864199,0.858003377914,-0.0790599028217,-0.00388461748232,0.213920116425,0.0655086040497,-0.152964893972
78,1980803,-0.719765488301,-0.00752956071963,-0.713216606771,0.0625357627869,0.920835018158,-0.00955611864199,0.85794210434,-0.0790599028217,-0.00388461748232,0.213920116425,0.0655086040497,-0.152964893972
79,1980805,-0.719765488301,-0.00752956071963,-0.713216606771,0.0625357627869,0.920835018158,-0.00955611864199,0.858003377914,-0.0791114012348,-0.00388461748232,0.213920116425,0.0655086040497,-0.152964893972
80,1980806,-0.719765488301,-0.00752956071963,-0.713216606771,0.0625357627869,0.920835018158,-0.00955611864199,0.85794210434,-0.0790599028217,-0.00388461748232,0.213920116425,0.0655086040497,-0.152964893972
81,1980809,-0.719765488301,-0.00752956071963,-0.713216606771,0.0625357627869,0.920835018158,-0.00955611864199,0.858003377914,-0.0790599028217,-0.00388461748232,0.213920116425,0.0655086040497,-0.152964893972
82,1980811,-0.719765488301,-0.00752956071963,-0.713216606771,0.0625357627869,0.920835018158,-0.00955611864199,0.858003377914,-0.0790599028217,-0.00388461748232,0.213920116425,0.0655086040497,-0.152964893972
83,1980814,-0.719765488301,-0.00752956071963,-0.713216606771,0.0625357627869,0.920835018158,-0.00955611864199,0.858003377914,-0.0790088812457,-0.00388461748232,0.213920116425,0.0655086040497,-0.152964893972
84,1980816,-0.719765488301,-0.00752956071963,-0.713216606771,0.0625357627869,0.920835018158,-0.00955611864199,0.858003377914,-0.0790599028217,-0.00388461748232,0.213920116425,0.0655086040497,-0.152964893972
85,1980818,-0.719765488301,-0.00752956071963,-0.713216606771,0.0625357627869,0.920835018158,-0.00955611864199,0.858003377914,-0.0790599028217,-0.00388461748232,0.213920116425,0.0655086040497,-0.152964893972
86,1980819,-0.719765488301,-0.00752956071963,-0.713216606771,0.0625357627869,0.920835018158,-0.00955611864199,0.858003377914,-0.0790088812457,-0.00388461748232,0.213920116425,0.0655086040497,-0.152964893972
87,1980821,-0.719765488301,-0.00752956071963,-0.713216606771,0.0625357627869,0.920835018158,-0.00955611864199,0.858003377914,-0.0790599028217,-0.00388461748232,0.213920116425,0.0655086040497,-0.152964893972
88,1980823,-0.719765488301,-0.00752956071963,-0.713216606771,0.0625357627869,0.920835018158,-0.00955611864199,0.858003377914,-0.0790599028217,-0.00388461748232,0.213920116425,0.0655086040497,-0.152964893972
89,1980825,-0.719765488301,-0.00752956071963,-0.713216606771,0.0625357627869,0.920835018158,-0.00955611864199,0.858003377914,-0.0790599028217,-0.00388461748232,0.213920116425,0.0655086040497,-0.152964893972
90,1980828,-0.719765488301,-0.00752956071963,-0.713216606771,0.0625357627869,0.920835018158,-0.00955611864199,0.858003377914,-0.0790599028217,-0.00388461748232,0.213920116425,0.0655086040497,-0.152964893972
91,1980830,-0.719765488301,-0.00752956071963,-0.713216606771,0.0625357627869,0.920835018158,-0.00955611864199,0.858003377914,-0.0790599028217,-0.00388461748232,0.213920116425,0.0655086040497,-0.152964893972
92,1980832,-0.719765488301,-0.00752956071963,-0.713216606771,0.0625357627869,0.920896291733,-0.00955611864199,0.858003377914,-0.0790599028217,-0.00388461748232,0.213920116425,0.0655086040497,-0.152964893972
93,1980834,-0.719765488301,-0.00752956071963,-0.713216606771,0.0625357627869,0.920896291733,-0.00955611864199,0.858003377914,-0.0790599028217,-0.00388461748232,0.213920116425,0.0655086040497,-0.152964893972
94,1980836,-0.719765488301,-0.00752956071963,-0.713216606771,0.0625357627869,0.920835018158,-0.00955611864199,0.858003377914,-0.0790599028217,-0.00388461748232,0.213920116425,0.0655086040497,-0.152964893972
95,1980837,-0.719765488301,-0.00752956071963,-0.713216606771,0.0625357627869,0.920835018158,-0.00955611864199,0.858003377914,-0.0790599028217,-0.00388461748232,0.213920116425,0.0655086040497,-0.152964893972
96,1980840,-0.719765488301,-0.00752956071963,-0.713216606771,0.0625357627869,0.920835018158,-0.00955611864199,0.858003377914,-0.0790599028217,-0.00388461748232,0.213920116425,0.0655086040497,-0.152881924306
97,1980842,-0.719765488301,-0.00752956071963,-0.713216606771,0.0625357627869,0.920835018158,-0.00955611864199,0.858003377914,-0.0790599028217,-0.00388461748232,0.213920116425,0.0655086040497,-0.152964893972
98,1980845,-0.719765488301,-0.00752956071963,-0.713216606771,0.0625357627869,0.920835018158,-0.00955611864199,0.858003377914,-0.0790599028217,-0.00388461748232,0.213920116425,0.0655086040497,-0.152964893972
99,1980848,-0.719765488301,-0.00752956071963,-0.713216606771,0.0625357627869,0.920835018158,-0.00955611864199,0.858003377914,-0.0790599028217,-0.00388461748232,0.213920116425,0.0655086040497,-0.152964893972
100,1980850,-0.719765488301,-0.00752956071963,-0.713216606771,0.0625357627869,0.920896291733,-0.00955611864199,0.858003377914,-0.0790599028217,-0.00388461748232,0.213920116425,0.0655086040497,-0.152964893972
101,1980853,-0.719765488301,-0.00752956071963,-0.713216606771,0.0625357627869,0.920896291733,-0.00955611864199,0.858003377914,-0.0790599028217,-0.00388461748232,0.213920116425,0.0655086040497,-0.152964893972
102,1980854,-0.719765488301,-0.00752956071963,-0.713216606771,0.0625357627869,0.920835018158,-0.0095046202289,0.858003377914,-0.0790599028217,-0.00388461748232,0.213920116425,0.0655086040497,-0.152964893972
103,1980857,-0.719765488301,-0.00752956071963,-0.713216606771,0.0625357627869,0.920835018158,-0.00955611864199,0.858003377914,-0.0790088812457,-0.00388461748232,0.213920116425,0.0655086040497,-0.152964893972
104,1980860,-0.719765488301,-0.00752956071963,-0.713216606771,0.0625357627869,0.920896291733,-0.0095046202289,0.858003377914,-0.0790599028217,-0.00388461748232,0.213920116425,0.0655086040497,-0.152964893972
105,1980863,-0.719765488301,-0.00752956071963,-0.713216606771,0.0625357627869,0.920835018158,-0.00955611864199,0.858003377914,-0.0790599028217,-0.00388461748232,0.213920116425,0.0655086040497,-0.152964893972
106,1980865,-0.719765488301,-0.00752956071963,-0.713216606771,0.0625357627869,0.920835018158,-0.00955611864199,0.85794210434,-0.0790599028217,-0.00388461748232,0.213920116425,0.0655086040497,-0.152964893972
107,1980866,-0.719765488301,-0.00752956071963,-0.713216606771,0.0625357627869,0.920835018158,-0.00955611864199,0.858003377914,-0.0790599028217,-0.00388461748232,0.213920116425,0.0655086040497,-0.152964893972
108,1980869,-0.719765488301,-0.00752956071963,-0.713216606771,0.0625357627869,0.920835018158,-0.00955611864199,0.858003377914,-0.0790599028217,-0.00388461748232,0.213920116425,0.0655086040497,-0.152964893972
109,1980871,-0.719765488301,-0.00752956071963,-0.713216606771,0.0625357627869,0.920835018158,-0.00955611864199,0.85794210434,-0.0790599028217,-0.00388461748232,0.213920116425,0.0655086040497,-0.152964893972
110,1980872,-0.719765488301,-0.00758010545839,-0.713216606771,0.0625357627869,0.920835018158,-0.00955611864199,0.858003377914,-0.0790599028217,-0.00388461748232,0.213920116425,0.0655086040497,-0.152964893972
111,1980874,-0.719765488301,-0.00752956071963,-0.713216606771,0.0625357627869,0.920896291733,-0.00955611864199,0.858003377914,-0.0790599028217,-0.00388461748232,0.213920116425,0.0655086040497,-0.152964893972
112,1980878,-0.719765488301,-0.00752956071963,-0.713216606771,0.0625357627869,0.920835018158,-0.00955611864199,0.858003377914,-0.0790599028217,-0.00388461748232,0.213920116425,0.0655086040497,-0.152964893972
113,1980879,-0.719765488301,-0.00752956071963,-0.713216606771,0.0625357627869,0.920835018158,-0.00955611864199,0.858003377914,-0.0790599028217,-0.00388461748232,0.213920116425,0.0655086040497,-0.152964893972
114,1980881,-0.719765488301,-0.00752956071963,-0.713216606771,0.0625357627869,0.920835018158,-0.00955611864199,0.858003377914,-0.0790599028217,-0.00388461748232,0.213920116425,0.0655086040497,-0.152964893972
115,1980883,-0.719765488301,-0.00752956071963,-0.713216606771,0.0625357627869,0.920835018158,-0.00955611864199,0.85794210434,-0.0790599028217,-0.00388461748232,0.213920116425,0.0655086040497,-0.152964893972
116,1980885,-0.719765488301,-0.00752956071963,-0.713216606771,0.0625357627869,0.920835018158,-0.00955611864199,0.858003377914,-0.0790599028217,-0.00388461748232,0.213920116425,0.0655086040497,-0.152964893972
117,1980887,-0.719765488301,-0.00752956071963,-0.713216606771,0.0625357627869,0.920835018158,-0.00955611864199,0.858003377914,-0.0790599028217,-0.00388461748232,0.213920116425,0.0655086040497,-0.152964893972
118,1980890,-0.719765488301,-0.00752956071963,-0.713216606771,0.0625357627869,0.920835018158,-0.00955611864199,0.858003377914,-0.0790599028217,-0.00388461748232,0.213920116425,0.0655086040497,-0.152964893972
